Name,Edition,Price,Type,Mana Cost
Art Card: Kogla and Yidaro,Cheapest Recent Printing - March of the Machine Art Series,N/A,Token,
"Art Card: Koll, the Forgemaster",Cheapest Recent Printing - Extras: Kaldheim Art Series,N/A,Token - Art,
"Art Card: Kolodin, Triumph Caster",Cheapest Recent Printing - Aetherdrift Art Series,N/A,Token,
"Art Card: Kolvori, God of Kinship",Cheapest Recent Printing - Extras: Kaldheim Art Series,N/A,Token - Art,
"Art Card: Koma, Cosmos Serpent 1",Cheapest Recent Printing - Extras: Kaldheim Art Series,N/A,Token - Art,
"Art Card: Koma, Cosmos Serpent 2",Cheapest Recent Printing - Extras: Kaldheim Art Series,N/A,Token - Art,
Art Card: Kor Celebrant,Cheapest Recent Printing - Extras: Zendikar Rising Art Series,0.07,Token,
"Art Card: Korlessa, Scale Singer",Cheapest Recent Printing - Extras: Battle for Baldur's Gate Art Series,N/A,Token,
"Art Card: Kosei, Penitent Warlord",Cheapest Recent Printing - Extras: Kamigawa: Neon Dynasty Art Series,N/A,Token,
"Art Card: Koth, Fire of Resistance",Cheapest Recent Printing - Phyrexia: All Will Be One Art Series,N/A,Token,
"Art Card: Kozilek, the Broken Reality",Cheapest Recent Printing - Modern Horizons 3 Art Series,N/A,Token,
Art Card: Krallenhorde Howler,Cheapest Recent Printing - Innistrad Remastered Art Series,N/A,Token,
Art Card: Kraul Whipcracker,Cheapest Recent Printing - Murders at Karlov Manor Art Series,N/A,Token,
"Art Card: Krenko, Baron of Tin Street",Cheapest Recent Printing - Murders at Karlov Manor Art Series,N/A,Token,
"Art Card: Kros, Defense Contractor",Cheapest Recent Printing - Extras: Streets of New Capenna Art Series,N/A,Token,
Art Card: Kuldotha Cackler,Cheapest Recent Printing - Phyrexia: All Will Be One Art Series,N/A,Token,
"Art Card: Kura, the Boundless Sky",Cheapest Recent Printing - Extras: Kamigawa: Neon Dynasty Art Series,N/A,Token,
"Art Card: Kutzil, Malamet Exemplar",Cheapest Recent Printing - The Lost Caverns of Ixalan Art Series,N/A,Token,
"Art Card: Kykar, Zephyr Awakener",Cheapest Recent Printing - Foundations Art Series,N/A,Token,
"Art Card: Kylox, Visionary Inventor",Cheapest Recent Printing - Murders at Karlov Manor Art Series,N/A,Token,
Art Card: Laboratory Maniac,Cheapest Recent Printing - Innistrad Remastered Art Series,N/A,Token,
"Art Card: Lae'zel, Vlaakith's Champion",Cheapest Recent Printing - Extras: Battle for Baldur's Gate Art Series,N/A,Token,
"Art Card: Lagrella, the Magpie",Cheapest Recent Printing - Extras: Streets of New Capenna Art Series,N/A,Token,
Art Card: Lair of the Hydra,Cheapest Recent Printing - Extras: Adventures in the Forgotten Realms Art Series,N/A,Token,
Art Card: Lancer Sliver,Cheapest Recent Printing - Extras: Modern Horizons Art Series,N/A,Token - Art,
Art Card: Larder Zombie,Cheapest Recent Printing - Extras: Innistrad: Midnight Hunt Art Series,N/A,Token,
Art Card: Late to Dinner,Cheapest Recent Printing - Extras: Modern Horizons 2 Art Series,N/A,Token,
"Art Card: Lathril, Blade of the Elves",Cheapest Recent Printing - Foundations Art Series,N/A,Token,
"Art Card: Lazav, Familiar Stranger",Cheapest Recent Printing - Outlaws of Thunder Junction Art Series,N/A,Token,
Art Card: Leaping Ambush,Cheapest Recent Printing - Wilds of Eldraine Art Series,N/A,Token,
Art Card: Learn from the Past,Cheapest Recent Printing - The Lord of the Rings: Tales of Middle-earth Art Series,N/A,Token,
"Art Card: Legolas, Counter of Kills",Cheapest Recent Printing - The Lord of the Rings: Tales of Middle-earth Art Series,N/A,Token,
"Art Card: Legolas, Master Archer",Cheapest Recent Printing - The Lord of the Rings: Tales of Middle-earth Art Series,N/A,Token,
Art Card: Legolas's Quick Reflexes,Cheapest Recent Printing - The Lord of the Rings: Tales of Middle-earth Art Series,0.19,Token,
Art Card: Leonin Lightscribe,Cheapest Recent Printing - Extras: Strixhaven Art Series,N/A,Token,
Art Card: Lesser Masticore,Cheapest Recent Printing - Extras: Modern Horizons Art Series,N/A,Token - Art,
Art Card: Let's Play a Game,Cheapest Recent Printing - Duskmourn: House of Horror Art Series,N/A,Token,
Art Card: Leyline Axe,Cheapest Recent Printing - Foundations Art Series,N/A,Token,
Art Card: Leyline of Abundance,Cheapest Recent Printing - Wilds of Eldraine Art Series,N/A,Token,
"Art Card: Liberator, Urza's Battlethopter",Cheapest Recent Printing - Extras: The Brothers' War Art Series,N/A,Token,
"Art Card: Lier, Disciple of the Drowned",Cheapest Recent Printing - Extras: Innistrad: Midnight Hunt Art Series,N/A,Token,
"Art Card: Liesa, Forgotten Archangel",Cheapest Recent Printing - Extras: Innistrad: Midnight Hunt Art Series,N/A,Token,
Art Card: Light Up the Night,Cheapest Recent Printing - Extras: Innistrad: Midnight Hunt Art Series,N/A,Token,
"Art Card: Light-Paws, Emperor's Voice",Cheapest Recent Printing - Extras: Kamigawa: Neon Dynasty Art Series,N/A,Token,
Art Card: Lightless Evangel,Cheapest Recent Printing - Edge of Eternities Art Series,N/A,Token,
Art Card: Lightning Bolt,Cheapest Recent Printing - Extras: Strixhaven Art Series,N/A,Token,
Art Card: Lightning Skelemental,Cheapest Recent Printing - Extras: Modern Horizons Art Series,N/A,Token - Art,
Art Card: Lightstall Inquisitor,Cheapest Recent Printing - Edge of Eternities Art Series,N/A,Token,
"Art Card: Lilah, Undefeated Slickshot",Cheapest Recent Printing - Outlaws of Thunder Junction Art Series,N/A,Token,
Art Card: Liliana of the Dark Realms,Cheapest Recent Printing - Bloomburrow Art Series,N/A,Token,
Art Card: Liliana of the Veil,Cheapest Recent Printing - Extras: Dominaria United Art Series,N/A,Token,
"Art Card: Linvala, Shield of Sea Gate",Cheapest Recent Printing - Extras: Zendikar Rising Art Series,0.10,Token,
"Art Card: Livaan, Cultist of Tiamat",Cheapest Recent Printing - Extras: Battle for Baldur's Gate Art Series,N/A,Token,
Art Card: Loading Zone,Cheapest Recent Printing - Edge of Eternities Art Series,N/A,Token,
Art Card: Loan Shark,Cheapest Recent Printing - Outlaws of Thunder Junction Art Series,N/A,Token,
Art Card: Loathsome Troll,Cheapest Recent Printing - Extras: Adventures in the Forgotten Realms Art Series,N/A,Token,
Art Card: Locke Cole,Cheapest Recent Printing - Final Fantasy Art Series,N/A,Token,
Art Card: Locked in the Cemetery,Cheapest Recent Printing - Extras: Innistrad: Midnight Hunt Art Series,N/A,Token,
Art Card: Locus of Enlightenment,Cheapest Recent Printing - The Lost Caverns of Ixalan Art Series,N/A,Token,
Art Card: Long Rest,Cheapest Recent Printing - Extras: Adventures in the Forgotten Realms Art Series,N/A,Token,
"Art Card: Lonis, Cryptozoologist",Cheapest Recent Printing - Extras: Modern Horizons 2 Art Series,N/A,Token,
"Art Card: Loot, Exuberant Explorer",Cheapest Recent Printing - Foundations Art Series,N/A,Token,
"Art Card: Loot, the Pathfinder",Cheapest Recent Printing - Aetherdrift Art Series,N/A,Token,
Art Card: Lord of the Nazgûl,Cheapest Recent Printing - The Lord of the Rings: Tales of Middle-earth Art Series,N/A,Token,
Art Card: Lord of the Ulvenwald,Cheapest Recent Printing - Extras: Innistrad: Midnight Hunt Art Series,N/A,Token,
"Art Card: Lord Xander, the Collector",Cheapest Recent Printing - Extras: Streets of New Capenna Art Series,N/A,Token,
Art Card: Lorehold Command,Cheapest Recent Printing - Extras: Strixhaven Art Series,N/A,Token,
Art Card: Lotus Cobra,Cheapest Recent Printing - Extras: Zendikar Rising Art Series,0.23,Token,
Art Card: Loxodon Eavesdropper,Cheapest Recent Printing - Murders at Karlov Manor Art Series,N/A,Token,
Art Card: Loyal Subordinate,Cheapest Recent Printing - Commander Masters Art Series,N/A,Token,
"Art Card: Lozhan, Dragons' Legacy",Cheapest Recent Printing - Extras: Battle for Baldur's Gate Art Series,N/A,Token,
Art Card: Lucid Dreams,Cheapest Recent Printing - Extras: Modern Horizons 2 Art Series,N/A,Token,
"Art Card: Ludevic, Necrogenius",Cheapest Recent Printing - Extras: Innistrad: Midnight Hunt Art Series,N/A,Token,
"Art Card: Lukka, Bound to Ruin",Cheapest Recent Printing - Phyrexia: All Will Be One Art Series,N/A,Token,
"Art Card: Lulu, Loyal Hollyphant",Cheapest Recent Printing - Extras: Battle for Baldur's Gate Art Series,N/A,Token,
Art Card: Luminous Broodmoth,Cheapest Recent Printing - Bloomburrow Art Series,N/A,Token,
Art Card: Lunar Insight,Cheapest Recent Printing - Foundations Art Series,N/A,Token,
Art Card: Lunar Rejection,Cheapest Recent Printing - Extras: Innistrad: Crimson Vow Art Series,N/A,Token,
Art Card: Lurking Green Dragon,Cheapest Recent Printing - Extras: Battle for Baldur's Gate Art Series,N/A,Token,
Art Card: Lurking Roper,Cheapest Recent Printing - Extras: Adventures in the Forgotten Realms Art Series,N/A,Token,
Art Card: Lurrus of the Dream-Den,Cheapest Recent Printing - March of the Machine Art Series,N/A,Token,
"Art Card: Luxior, Giada's Gift",Cheapest Recent Printing - Extras: Streets of New Capenna Art Series,N/A,Token,
"Art Card: Mabel, Heir to Cragflame",Cheapest Recent Printing - Bloomburrow Art Series,N/A,Token,
Art Card: Macabre Reconstruction,Cheapest Recent Printing - Murders at Karlov Manor Art Series,N/A,Token,
Art Card: Machinist's Arsenal,Cheapest Recent Printing - Final Fantasy Art Series,N/A,Token,
Art Card: Maddening Cacophony,Cheapest Recent Printing - Extras: Zendikar Rising Art Series,0.15,Token,
Art Card: Maelstrom of the Spirit Dragon,Cheapest Recent Printing - Tarkir: Dragonstorm Art Series,N/A,Token,
Art Card: Maelstrom Wanderer,Cheapest Recent Printing - Commander Masters Art Series,N/A,Token,
Art Card: Mage's Attendant,Cheapest Recent Printing - Extras: Streets of New Capenna Art Series,N/A,Token,
Art Card: Magic Missile,Cheapest Recent Printing - Extras: Adventures in the Forgotten Realms Art Series,N/A,Token,
Art Card: Magma Opus,Cheapest Recent Printing - Extras: Strixhaven Art Series,N/A,Token,
Art Card: Magmatic Channeler,Cheapest Recent Printing - Extras: Zendikar Rising Art Series,0.15,Token,
Art Card: Magmatic Hellkite,Cheapest Recent Printing - Tarkir: Dragonstorm Art Series,N/A,Token,
Art Card: Magnigoth Sentry,Cheapest Recent Printing - Extras: Dominaria United Art Series,N/A,Token,
"Art Card: Mahadi, Emporium Master",Cheapest Recent Printing - Extras: Battle for Baldur's Gate Art Series,N/A,Token,
"Art Card: Maja, Bretagard Protector",Cheapest Recent Printing - Extras: Kaldheim Art Series,N/A,Token - Art,
Art Card: Make an Example,Cheapest Recent Printing - Extras: Streets of New Capenna Art Series,N/A,Token,
Art Card: Make Your Mark,Cheapest Recent Printing - Extras: Strixhaven Art Series,N/A,Token,
Art Card: Malakir Blood-Priest,Cheapest Recent Printing - Extras: Zendikar Rising Art Series,0.09,Token,
Art Card: Malamet Veteran,Cheapest Recent Printing - The Lost Caverns of Ixalan Art Series,N/A,Token,
Art Card: Malicious Eclipse,Cheapest Recent Printing - The Lost Caverns of Ixalan Art Series,N/A,Token,
Art Card: Mana Cannons,Cheapest Recent Printing - Extras: Dominaria United Art Series,N/A,Token,
Art Card: Mana Drain,Cheapest Recent Printing - Outlaws of Thunder Junction Art Series,N/A,Token,
Art Card: Manaform Hellkite,Cheapest Recent Printing - Extras: Innistrad: Crimson Vow Art Series,N/A,Token,
Art Card: Manaweft Sliver,Cheapest Recent Printing - Commander Masters Art Series,N/A,Token,
Art Card: Manticore,Cheapest Recent Printing - Extras: Adventures in the Forgotten Realms Art Series,N/A,Token,
Art Card: Map,Cheapest Recent Printing - The Lost Caverns of Ixalan Art Series,N/A,Token,
Art Card: Marauding Dreadship,Cheapest Recent Printing - March of the Machine Art Series,N/A,Token,
Art Card: March of Burgeoning Life,Cheapest Recent Printing - Extras: Kamigawa: Neon Dynasty Art Series,N/A,Token,
Art Card: March of Otherworldly Light,Cheapest Recent Printing - Extras: Kamigawa: Neon Dynasty Art Series,N/A,Token,
Art Card: March of Reckless Joy,Cheapest Recent Printing - Extras: Kamigawa: Neon Dynasty Art Series,N/A,Token,
"Art Card: Marchesa, Dealer of Death",Cheapest Recent Printing - Outlaws of Thunder Junction Art Series,N/A,Token,
"Art Card: Marchesa, Resolute Monarch",Cheapest Recent Printing - March of the Machine Art Series,N/A,Token,
"Art Card: Mari, the Killing Quill",Cheapest Recent Printing - Extras: Streets of New Capenna Art Series,N/A,Token,
Art Card: Marina Vendrell,Cheapest Recent Printing - Duskmourn: House of Horror Art Series,N/A,Token,
Art Card: Markov Purifier,Cheapest Recent Printing - Extras: Innistrad: Crimson Vow Art Series,N/A,Token,
Art Card: Markov Waltzer,Cheapest Recent Printing - Extras: Innistrad: Crimson Vow Art Series,N/A,Token,
Art Card: Marshal of Zhalfir,Cheapest Recent Printing - March of the Machine Art Series,N/A,Token,
Art Card: Marshal's Anthem,Cheapest Recent Printing - The Lord of the Rings: Tales of Middle-earth Art Series,N/A,Token,
Art Card: Marut,Cheapest Recent Printing - Extras: Battle for Baldur's Gate Art Series,N/A,Token,
"Art Card: Marvin, Murderous Mimic",Cheapest Recent Printing - Duskmourn: House of Horror Art Series,N/A,Token,
Art Card: Mary Read and Anne Bonny,Cheapest Recent Printing - Assassin's Creed Art Series,N/A,Token,
Art Card: Masked Bandits,Cheapest Recent Printing - Extras: Streets of New Capenna Art Series,N/A,Token,
Art Card: Masked Vandal,Cheapest Recent Printing - Extras: Kaldheim Art Series,N/A,Token - Art,
Art Card: Mass Production,Cheapest Recent Printing - Extras: The Brothers' War Art Series,N/A,Token,
Art Card: Master's Manufactory,Cheapest Recent Printing - The Lost Caverns of Ixalan Art Series,N/A,Token,
Art Card: Mausoleum Wanderer,Cheapest Recent Printing - Innistrad Remastered Art Series,N/A,Token,
Art Card: Maze's Mantle,Cheapest Recent Printing - Phyrexia: All Will Be One Art Series,N/A,Token,
Art Card: Mazemind Tome,Cheapest Recent Printing - Extras: The Brothers' War Art Series,N/A,Token,
Art Card: Meeting of the Five,Cheapest Recent Printing - Extras: Streets of New Capenna Art Series,N/A,Token,
Art Card: Meldweb Curator,Cheapest Recent Printing - Phyrexia: All Will Be One Art Series,N/A,Token,
"Art Card: Melira, the Living Cure",Cheapest Recent Printing - Phyrexia: All Will Be One Art Series,N/A,Token,
Art Card: Memory Lapse,Cheapest Recent Printing - Extras: Strixhaven Art Series,N/A,Token,
"Art Card: Mendicant Core, Guidelight",Cheapest Recent Printing - Aetherdrift Art Series,N/A,Token,
Art Card: Mental Journey,Cheapest Recent Printing - Extras: Modern Horizons 2 Art Series,N/A,Token,
"Art Card: Meria, Scholar of Antiquity",Cheapest Recent Printing - Extras: Dominaria United Art Series,N/A,Token,
Art Card: Meria's Outrider,Cheapest Recent Printing - Extras: Dominaria United Art Series,N/A,Token,
"Art Card: Merry, Esquire of Rohan",Cheapest Recent Printing - The Lord of the Rings: Tales of Middle-earth Art Series,N/A,Token,
"Art Card: Merry, Warden of Isengard",Cheapest Recent Printing - The Lord of the Rings: Tales of Middle-earth Art Series,N/A,Token,
Art Card: Metamorphic Blast,Cheapest Recent Printing - Outlaws of Thunder Junction Art Series,N/A,Token,
Art Card: Meteor Crater,Cheapest Recent Printing - Edge of Eternities Art Series,N/A,Token,
Art Card: Midnight Mangler,Cheapest Recent Printing - Aetherdrift Art Series,N/A,Token,
Art Card: Midnight Mayhem,Cheapest Recent Printing - Duskmourn: House of Horror Art Series,N/A,Token,
Art Card: Might of the Ancestors,Cheapest Recent Printing - The Lost Caverns of Ixalan Art Series,N/A,Token,
"Art Card: Miirym, Sentinel Wyrm",Cheapest Recent Printing - Extras: Battle for Baldur's Gate Art Series,N/A,Token,
"Art Card: Mikaeus, the Unhallowed",Cheapest Recent Printing - Commander Masters Art Series,N/A,Token,
"Art Card: Mila, Crafty Companion",Cheapest Recent Printing - Extras: Strixhaven Art Series,N/A,Token,
Art Card: Millstone,Cheapest Recent Printing - Extras: The Brothers' War Art Series,N/A,Token,
"Art Card: Mimeoplasm, Revered One",Cheapest Recent Printing - Aetherdrift Art Series,N/A,Token,
Art Card: Mimic,Cheapest Recent Printing - Extras: Adventures in the Forgotten Realms Art Series,N/A,Token,
Art Card: Mina Harker,Cheapest Recent Printing - Extras: Innistrad: Crimson Vow Art Series,N/A,Token,
"Art Card: Minas Morgul, Dark Fortress",Cheapest Recent Printing - The Lord of the Rings: Tales of Middle-earth Art Series,0.11,Token,
Art Card: Minas Tirith,Cheapest Recent Printing - The Lord of the Rings: Tales of Middle-earth Art Series,N/A,Token,
Art Card: Mind Carver,Cheapest Recent Printing - Extras: Zendikar Rising Art Series,0.11,Token,
Art Card: Mind Flayer,Cheapest Recent Printing - Extras: Adventures in the Forgotten Realms Art Series,N/A,Token,
Art Card: Mind Rake,Cheapest Recent Printing - Extras: Modern Horizons Art Series,N/A,Token - Art,
Art Card: Mind Spiral,Cheapest Recent Printing - Bloomburrow Art Series,N/A,Token,
Art Card: Mines of Moria,Cheapest Recent Printing - The Lord of the Rings: Tales of Middle-earth Art Series,N/A,Token,
Art Card: Minion of the Mighty,Cheapest Recent Printing - Extras: Adventures in the Forgotten Realms Art Series,N/A,Token,
"Art Card: Minsc & Boo, Timeless Heroes",Cheapest Recent Printing - Extras: Battle for Baldur's Gate Art Series,N/A,Token,
"Art Card: Minsc, Beloved Ranger",Cheapest Recent Printing - Extras: Adventures in the Forgotten Realms Art Series,N/A,Token,
Art Card: Mirage Mockery,Cheapest Recent Printing - Phyrexia: All Will Be One Art Series,N/A,Token,
"Art Card: Mirri, Weatherlight Duelist",Cheapest Recent Printing - Commander Masters Art Series,N/A,Token,
Art Card: Mirrodin Avenged,Cheapest Recent Printing - March of the Machine Art Series,N/A,Token,
Art Card: Mirrodin Besieged,Cheapest Recent Printing - Extras: Modern Horizons Art Series,N/A,Token - Art,
Art Card: Mirror Room // Fractured Realm,Cheapest Recent Printing - Duskmourn: House of Horror Art Series,N/A,Token,
Art Card: Mirrormere Guardian,Cheapest Recent Printing - The Lord of the Rings: Tales of Middle-earth Art Series,N/A,Token,
Art Card: Mirrorpool,Cheapest Recent Printing - Edge of Eternities Art Series,N/A,Token,
Art Card: Mischievous Mystic,Cheapest Recent Printing - Foundations Art Series,N/A,Token,
